apygarda,nuo_galiojanciu_biuleteniu,partija,apylinkese,pastu,apylinke
Trakų - Elektrėnų (Nr.58),5.30%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",4,4,Bagdononių (Nr.42) apylinkė
Trakų - Elektrėnų (Nr.58),9.93%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",12,3,Bagdononių (Nr.42) apylinkė
Trakų - Elektrėnų (Nr.58),13.25%,Liberalų ir centro sąjunga,9,11,Bagdononių (Nr.42) apylinkė
Trakų - Elektrėnų (Nr.58),3.97%,Valstiečių ir Naujosios demokratijos partijų sąjunga,4,2,Bagdononių (Nr.42) apylinkė
Trakų - Elektrėnų (Nr.58),4.64%,Lietuvos lenkų rinkimų akcija,7, ,Bagdononių (Nr.42) apylinkė
Trakų - Elektrėnų (Nr.58),1.99%,Krikščionių konservatorių socialinė sąjunga, ,3,Bagdononių (Nr.42) apylinkė
Trakų - Elektrėnų (Nr.58),1.32%,Lietuvos krikščionys demokratai,2, ,Bagdononių (Nr.42) apylinkė
Trakų - Elektrėnų (Nr.58), ,Nacionalinė centro partija, , ,Bagdononių (Nr.42) apylinkė
Trakų - Elektrėnų (Nr.58), ,Respublikonų partija, , ,Bagdononių (Nr.42) apylinkė
Trakų - Elektrėnų (Nr.58),0.66%,Lietuvos socialdemokratų sąjunga,1, ,Bagdononių (Nr.42) apylinkė
Trakų - Elektrėnų (Nr.58),0.66%,Lietuvos laisvės sąjunga,1, ,Bagdononių (Nr.42) apylinkė
Trakų - Elektrėnų (Nr.58), ,Tautinė partija Lietuvos kelias, , ,Bagdononių (Nr.42) apylinkė
Trakų - Elektrėnų (Nr.58), ,Lietuvių tautininkų sąjunga, , ,Bagdononių (Nr.42) apylinkė
Vilniaus - Trakų (Nr.57), ,Darbo partija, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Trakų (Nr.57), ,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""", , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Trakų (Nr.57),50.00%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",1, ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Trakų (Nr.57), ,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""", , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Trakų (Nr.57), ,Liberalų ir centro sąjunga, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Trakų (Nr.57), ,Valstiečių ir Naujosios demokratijos partijų sąjunga, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Trakų (Nr.57),50.00%,Lietuvos lenkų rinkimų akcija,1, ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Trakų (Nr.57), ,Krikščionių konservatorių socialinė sąjunga, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Trakų (Nr.57), ,Lietuvos krikščionys demokratai, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Trakų (Nr.57), ,Nacionalinė centro partija, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Trakų (Nr.57), ,Respublikonų partija, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Trakų (Nr.57), ,Lietuvos socialdemokratų sąjunga, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Trakų (Nr.57), ,Lietuvos laisvės sąjunga, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Trakų (Nr.57), ,Tautinė partija Lietuvos kelias, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Trakų (Nr.57), ,Lietuvių tautininkų sąjunga, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56),40.00%,Darbo partija,2, ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56), ,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""", , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56), ,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)", , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56), ,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""", , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56), ,Liberalų ir centro sąjunga, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56), ,Valstiečių ir Naujosios demokratijos partijų sąjunga, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56),60.00%,Lietuvos lenkų rinkimų akcija,3, ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56), ,Krikščionių konservatorių socialinė sąjunga, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56), ,Lietuvos krikščionys demokratai, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56), ,Nacionalinė centro partija, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56), ,Respublikonų partija, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56), ,Lietuvos socialdemokratų sąjunga, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56), ,Lietuvos laisvės sąjunga, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56), ,Tautinė partija Lietuvos kelias, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Vilniaus - Šalčininkų (Nr.56), ,Lietuvių tautininkų sąjunga, , ,"Balsai, suskaičiuoti apygardos rinkimų komisijoje"
Balsavimas LR diplomatinėse atstovybėse, ,Darbo partija, , , Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse,29.17%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""", ,7, Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse,45.83%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)", ,11, Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse, ,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""", , , Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse,8.33%,Liberalų ir centro sąjunga, ,2, Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse, ,Valstiečių ir Naujosios demokratijos partijų sąjunga, , , Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos lenkų rinkimų akcija, , , Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse,4.17%,Krikščionių konservatorių socialinė sąjunga, ,1, Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse,4.17%,Lietuvos krikščionys demokratai, ,1, Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse, ,Nacionalinė centro partija, , , Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse, ,Respublikonų partija, , , Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos socialdemokratų sąjunga, , , Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos laisvės sąjunga, , , Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse,8.33%,Tautinė partija Lietuvos kelias, ,2, Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvių tautininkų sąjunga, , , Ambasada Vokietijos Federacinėje Respublikoje. Bonos skyrius
Balsavimas LR diplomatinėse atstovybėse,10.78%,Darbo partija,28,56, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse,21.18%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",34,131, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse,27.86%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",30,187, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse,3.21%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",1,24, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse,19.13%,Liberalų ir centro sąjunga,20,129, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse,6.93%,Valstiečių ir Naujosios demokratijos partijų sąjunga,1,53, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse,0.13%,Lietuvos lenkų rinkimų akcija, ,1, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse,1.80%,Krikščionių konservatorių socialinė sąjunga, ,14, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse,1.67%,Lietuvos krikščionys demokratai,1,12, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse,2.31%,Nacionalinė centro partija,5,13, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse,0.51%,Respublikonų partija, ,4, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse,1.41%,Lietuvos socialdemokratų sąjunga,1,10, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse,1.54%,Lietuvos laisvės sąjunga,1,11, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse,1.16%,Tautinė partija Lietuvos kelias,2,7, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse,0.39%,Lietuvių tautininkų sąjunga, ,3, Ambasada Vokietijos Federacinėje Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Darbo partija, , , Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse,28.57%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""", ,4, Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse,50.00%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)", ,7, Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""", , , Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse,14.29%,Liberalų ir centro sąjunga, ,2, Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Valstiečių ir Naujosios demokratijos partijų sąjunga, , , Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos lenkų rinkimų akcija, , , Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Krikščionių konservatorių socialinė sąjunga, , , Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse,7.14%,Lietuvos krikščionys demokratai, ,1, Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Nacionalinė centro partija, , , Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Respublikonų partija, , , Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos socialdemokratų sąjunga, , , Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos laisvės sąjunga, , , Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Tautinė partija Lietuvos kelias, , , Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvių tautininkų sąjunga, , , Balsavimo vieta Vengrijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Darbo partija, , , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse,13.64%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",3, , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse,68.18%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",15, , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse, ,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""", , , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse, ,Liberalų ir centro sąjunga, , , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse, ,Valstiečių ir Naujosios demokratijos partijų sąjunga, , , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse,4.55%,Lietuvos lenkų rinkimų akcija,1, , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse,9.09%,Krikščionių konservatorių socialinė sąjunga,2, , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos krikščionys demokratai, , , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse, ,Nacionalinė centro partija, , , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse, ,Respublikonų partija, , , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse,4.55%,Lietuvos socialdemokratų sąjunga,1, , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos laisvės sąjunga, , , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse, ,Tautinė partija Lietuvos kelias, , , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvių tautininkų sąjunga, , , Garbės konsulatas Venesueloje
Balsavimas LR diplomatinėse atstovybėse, ,Darbo partija, , , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse,59.26%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",16, , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse,11.11%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",3, , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse,3.70%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",1, , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse,3.70%,Liberalų ir centro sąjunga,1, , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse,3.70%,Valstiečių ir Naujosios demokratijos partijų sąjunga,1, , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos lenkų rinkimų akcija, , , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse, ,Krikščionių konservatorių socialinė sąjunga, , , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse,7.41%,Lietuvos krikščionys demokratai,2, , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse, ,Nacionalinė centro partija, , , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse,3.70%,Respublikonų partija,1, , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos socialdemokratų sąjunga, , , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos laisvės sąjunga, , , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse,7.41%,Tautinė partija Lietuvos kelias,2, , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvių tautininkų sąjunga, , , Garbės konsulatas Urugvajaus Rytų Respublikai
Balsavimas LR diplomatinėse atstovybėse,13.64%,Darbo partija, ,18, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse,27.27%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""", ,36, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse,14.39%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)", ,19, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse,6.82%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""", ,9, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse,12.88%,Liberalų ir centro sąjunga, ,17, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse,12.88%,Valstiečių ir Naujosios demokratijos partijų sąjunga, ,17, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse,0.76%,Lietuvos lenkų rinkimų akcija, ,1, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse,0.76%,Krikščionių konservatorių socialinė sąjunga, ,1, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse,1.52%,Lietuvos krikščionys demokratai, ,2, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse,0.76%,Nacionalinė centro partija, ,1, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse,0.76%,Respublikonų partija, ,1, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse,1.52%,Lietuvos socialdemokratų sąjunga, ,2, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse,3.79%,Lietuvos laisvės sąjunga, ,5, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse,1.52%,Tautinė partija Lietuvos kelias, ,2, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse,0.76%,Lietuvių tautininkų sąjunga, ,1, Ambasada Ukrainoje
Balsavimas LR diplomatinėse atstovybėse, ,Darbo partija, , , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse,33.33%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",2, , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse,50.00%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",3, , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""", , , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse,16.67%,Liberalų ir centro sąjunga,1, , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Valstiečių ir Naujosios demokratijos partijų sąjunga, , , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos lenkų rinkimų akcija, , , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Krikščionių konservatorių socialinė sąjunga, , , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos krikščionys demokratai, , , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Nacionalinė centro partija, , , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Respublikonų partija, , , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos socialdemokratų sąjunga, , , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvos laisvės sąjunga, , , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Tautinė partija Lietuvos kelias, , , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse, ,Lietuvių tautininkų sąjunga, , , Ambasada Turkijos Respublikoje
Balsavimas LR diplomatinėse atstovybėse,4.79%,Darbo partija,2,6, Generalinis konsulatas Šveicarijos konfederacijoje
Balsavimas LR diplomatinėse atstovybėse,16.17%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",4,23, Generalinis konsulatas Šveicarijos konfederacijoje
Balsavimas LR diplomatinėse atstovybėse,44.91%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",16,59, Generalinis konsulatas Šveicarijos konfederacijoje
Balsavimas LR diplomatinėse atstovybėse, ,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""", , , Generalinis konsulatas Šveicarijos konfederacijoje
Balsavimas LR diplomatinėse atstovybėse,20.36%,Liberalų ir centro sąjunga,6,28, Generalinis konsulatas Šveicarijos konfederacijoje
Balsavimas LR diplomatinėse atstovybėse,5.39%,Valstiečių ir Naujosios demokratijos partijų sąjunga, ,9, Generalinis konsulatas Šveicarijos konfederacijoje
Balsavimas LR diplomatinėse atstovybėse,0.60%,Lietuvos lenkų rinkimų akcija, ,1, Generalinis konsulatas Šveicarijos konfederacijoje
Balsavimas LR diplomatinėse atstovybėse,0.60%,Krikščionių konservatorių socialinė sąjunga, ,1, Generalinis konsulatas Šveicarijos konfederacijoje
Balsavimas LR diplomatinėse atstovybėse,0.60%,Lietuvos krikščionys demokratai, ,1, Generalinis konsulatas Šveicarijos konfederacijoje
Balsavimas LR diplomatinėse atstovybėse,2.40%,Nacionalinė centro partija,1,3, Generalinis konsulatas Šveicarijos konfederacijoje
Balsavimas LR diplomatinėse atstovybėse,0.60%,Respublikonų partija, ,1, Generalinis konsulatas Šveicarijos konfederacijoje
Balsavimas LR diplomatinėse atstovybėse,1.20%,Lietuvos socialdemokratų sąjunga,2, , Generalinis konsulatas Šveicarijos konfederacijoje
Balsavimas LR diplomatinėse atstovybėse,1.20%,Lietuvos laisvės sąjunga, ,2, Generalinis konsulatas Šveicarijos konfederacijoje
Balsavimas LR diplomatinėse atstovybėse,1.20%,Tautinė partija Lietuvos kelias, ,2, Generalinis konsulatas Šveicarijos konfederacijoje
