nuo_galiojanciu_biuleteniu,apygarda,partija,pastu,apylinkese
"1,28%",Šeškinės (Nr.6) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",6,244
"0,82%",Šeškinės (Nr.6) rinkimų apygarda,Pilietinės demokratijos partija,3,156
"2,96%",Šeškinės (Nr.6) rinkimų apygarda,Lietuvos rusų sąjunga,13,564
"0,68%",Šeškinės (Nr.6) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,0,132
"0,74%",Šeškinės (Nr.6) rinkimų apygarda,Lietuvos centro partija,11,134
"22,96%",Fabijoniškių (Nr.5) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,145,4764
"9,87%",Fabijoniškių (Nr.5) rinkimų apygarda,Tautos prisikėlimo partija,29,2081
"10,45%",Fabijoniškių (Nr.5) rinkimų apygarda,Partija Tvarka ir teisingumas,45,2188
"8,13%",Fabijoniškių (Nr.5) rinkimų apygarda,Lietuvos socialdemokratų partija,50,1687
"4,21%",Fabijoniškių (Nr.5) rinkimų apygarda,Koalicija Darbo partija + jaunimas,29,872
"8,44%",Fabijoniškių (Nr.5) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,28,1776
"14,36%",Fabijoniškių (Nr.5) rinkimų apygarda,Liberalų ir centro sąjunga,49,3021
"7,55%",Fabijoniškių (Nr.5) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,28,1587
"1,96%",Fabijoniškių (Nr.5) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,8,411
"3,65%",Fabijoniškių (Nr.5) rinkimų apygarda,Naujoji sąjunga (socialliberalai),20,761
"3,36%",Fabijoniškių (Nr.5) rinkimų apygarda,"""Fronto"" partija",12,706
"1,48%",Fabijoniškių (Nr.5) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",5,311
"0,67%",Fabijoniškių (Nr.5) rinkimų apygarda,Pilietinės demokratijos partija,5,138
"1,53%",Fabijoniškių (Nr.5) rinkimų apygarda,Lietuvos rusų sąjunga,6,321
"0,73%",Fabijoniškių (Nr.5) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,4,151
"0,65%",Fabijoniškių (Nr.5) rinkimų apygarda,Lietuvos centro partija,3,137
"25,68%",Žirmūnų (Nr.4) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,206,5320
"6,86%",Žirmūnų (Nr.4) rinkimų apygarda,Tautos prisikėlimo partija,30,1446
"12,24%",Žirmūnų (Nr.4) rinkimų apygarda,Partija Tvarka ir teisingumas,65,2570
"9,90%",Žirmūnų (Nr.4) rinkimų apygarda,Lietuvos socialdemokratų partija,84,2047
"4,19%",Žirmūnų (Nr.4) rinkimų apygarda,Koalicija Darbo partija + jaunimas,38,864
"6,83%",Žirmūnų (Nr.4) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,39,1430
"11,95%",Žirmūnų (Nr.4) rinkimų apygarda,Liberalų ir centro sąjunga,80,2492
"7,69%",Žirmūnų (Nr.4) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,32,1623
"1,56%",Žirmūnų (Nr.4) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,15,321
"2,14%",Žirmūnų (Nr.4) rinkimų apygarda,Naujoji sąjunga (socialliberalai),20,440
"5,13%",Žirmūnų (Nr.4) rinkimų apygarda,"""Fronto"" partija",26,1078
"1,31%",Žirmūnų (Nr.4) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",8,274
"0,73%",Žirmūnų (Nr.4) rinkimų apygarda,Pilietinės demokratijos partija,6,151
"2,51%",Žirmūnų (Nr.4) rinkimų apygarda,Lietuvos rusų sąjunga,15,525
"0,56%",Žirmūnų (Nr.4) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,3,117
"0,72%",Žirmūnų (Nr.4) rinkimų apygarda,Lietuvos centro partija,4,151
"29,37%",Antakalnio (Nr.3) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,275,6026
"6,93%",Antakalnio (Nr.3) rinkimų apygarda,Tautos prisikėlimo partija,33,1453
"10,84%",Antakalnio (Nr.3) rinkimų apygarda,Partija Tvarka ir teisingumas,81,2244
"9,37%",Antakalnio (Nr.3) rinkimų apygarda,Lietuvos socialdemokratų partija,79,1931
"4,01%",Antakalnio (Nr.3) rinkimų apygarda,Koalicija Darbo partija + jaunimas,49,811
"6,36%",Antakalnio (Nr.3) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,36,1329
"12,41%",Antakalnio (Nr.3) rinkimų apygarda,Liberalų ir centro sąjunga,70,2593
"8,75%",Antakalnio (Nr.3) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,51,1826
"1,52%",Antakalnio (Nr.3) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,10,317
"1,76%",Antakalnio (Nr.3) rinkimų apygarda,Naujoji sąjunga (socialliberalai),20,357
"3,87%",Antakalnio (Nr.3) rinkimų apygarda,"""Fronto"" partija",34,796
"1,09%",Antakalnio (Nr.3) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",6,227
"0,73%",Antakalnio (Nr.3) rinkimų apygarda,Pilietinės demokratijos partija,8,149
"1,61%",Antakalnio (Nr.3) rinkimų apygarda,Lietuvos rusų sąjunga,19,327
"0,79%",Antakalnio (Nr.3) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,6,163
"0,59%",Antakalnio (Nr.3) rinkimų apygarda,Lietuvos centro partija,2,125
"27,40%",Senamiesčio (Nr.2) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,269,5053
"7,18%",Senamiesčio (Nr.2) rinkimų apygarda,Tautos prisikėlimo partija,55,1339
"9,97%",Senamiesčio (Nr.2) rinkimų apygarda,Partija Tvarka ir teisingumas,71,1866
"8,11%",Senamiesčio (Nr.2) rinkimų apygarda,Lietuvos socialdemokratų partija,127,1448
"4,09%",Senamiesčio (Nr.2) rinkimų apygarda,Koalicija Darbo partija + jaunimas,62,732
"7,99%",Senamiesčio (Nr.2) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,53,1500
"15,09%",Senamiesčio (Nr.2) rinkimų apygarda,Liberalų ir centro sąjunga,104,2828
"7,51%",Senamiesčio (Nr.2) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,25,1434
"1,80%",Senamiesčio (Nr.2) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,9,341
"2,02%",Senamiesčio (Nr.2) rinkimų apygarda,Naujoji sąjunga (socialliberalai),26,367
"3,65%",Senamiesčio (Nr.2) rinkimų apygarda,"""Fronto"" partija",21,688
"1,18%",Senamiesčio (Nr.2) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",11,218
"0,69%",Senamiesčio (Nr.2) rinkimų apygarda,Pilietinės demokratijos partija,6,128
"1,91%",Senamiesčio (Nr.2) rinkimų apygarda,Lietuvos rusų sąjunga,12,360
"0,74%",Senamiesčio (Nr.2) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,11,132
"0,67%",Senamiesčio (Nr.2) rinkimų apygarda,Lietuvos centro partija,7,123
