kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Dangutė MIKUTIENĖ,,"32,51%",34,"31,47%",45,Grendavės  (Nr.17) apylinkė  
Jonas LIESYS,,"41,90%",20,"41,90%",24,Karapolio  (Nr.16) apylinkė  
Dangutė MIKUTIENĖ,,"58,10%",42,"58,10%",19,Karapolio  (Nr.16) apylinkė  
Jonas LIESYS,,"76,81%",74,"73,61%",32,Čižiūnų  (Nr.15) apylinkė  
Dangutė MIKUTIENĖ,,"23,19%",20,"22,22%",12,Čižiūnų  (Nr.15) apylinkė  
Jonas LIESYS,,"70,18%",284,"65,90%",62,Aukštadvario  (Nr.14) apylinkė  
Dangutė MIKUTIENĖ,,"29,82%",118,"28,00%",29,Aukštadvario  (Nr.14) apylinkė  
Jonas LIESYS,,"35,37%",35,"34,90%",17,Šklėrių  (Nr.13) apylinkė  
Dangutė MIKUTIENĖ,,"64,63%",73,"63,76%",22,Šklėrių  (Nr.13) apylinkė  
Jonas LIESYS,,"65,18%",413,"62,47%",98,Rūdiškių  (Nr.12) apylinkė  
Dangutė MIKUTIENĖ,,"34,82%",207,"33,37%",66,Rūdiškių  (Nr.12) apylinkė  
Jonas LIESYS,,"63,08%",740,"60,37%",17,Vievio  (Nr.12) apylinkė  
Dangutė MIKUTIENĖ,,"36,92%",436,"35,33%",7,Vievio  (Nr.12) apylinkė  
Jonas LIESYS,,"71,36%",111,"70,30%",31,Semeliškių  (Nr.11) apylinkė  
Dangutė MIKUTIENĖ,,"28,64%",46,"28,22%",11,Semeliškių  (Nr.11) apylinkė  
Jonas LIESYS,,"48,81%",57,"47,13%",66,Tiltų  (Nr.11) apylinkė  
Dangutė MIKUTIENĖ,,"51,19%",93,"49,43%",36,Tiltų  (Nr.11) apylinkė  
Jonas LIESYS,,"40,00%",31,"38,30%",5,Ismonių  (Nr.10) apylinkė  
Dangutė MIKUTIENĖ,,"60,00%",38,"57,45%",16,Ismonių  (Nr.10) apylinkė  
Jonas LIESYS,,"39,89%",55,"38,80%",16,Pastrėvio  (Nr.10) apylinkė  
Dangutė MIKUTIENĖ,,"60,11%",93,"58,47%",14,Pastrėvio  (Nr.10) apylinkė  
Jonas LIESYS,,"33,55%",33,"31,90%",19,Kazokiškių  (Nr.9) apylinkė  
Dangutė MIKUTIENĖ,,"66,45%",85,"63,19%",18,Kazokiškių  (Nr.9) apylinkė  
Jonas LIESYS,,"48,65%",27,"47,37%",9,Daugirdiškių  (Nr.8) apylinkė  
Dangutė MIKUTIENĖ,,"51,35%",24,"50,00%",14,Daugirdiškių  (Nr.8) apylinkė  
Jonas LIESYS,,"69,81%",87,"68,10%",24,Beižionių  (Nr.7) apylinkė  
Dangutė MIKUTIENĖ,,"30,19%",28,"29,45%",20,Beižionių  (Nr.7) apylinkė  
Jonas LIESYS,,"43,04%",106,"41,09%",30,Balceriškių  (Nr.6) apylinkė  
Dangutė MIKUTIENĖ,,"56,96%",102,"54,38%",78,Balceriškių  (Nr.6) apylinkė  
Jonas LIESYS,,"48,91%",60,"45,27%",7,Ausieniškių  (Nr.5) apylinkė  
Dangutė MIKUTIENĖ,,"51,09%",69,"47,30%",1,Ausieniškių  (Nr.5) apylinkė  
Jonas LIESYS,,"62,95%",424,"58,37%",50,Trakų m.  (Nr.3) apylinkė  
Dangutė MIKUTIENĖ,,"37,05%",248,"34,36%",31,Trakų m.  (Nr.3) apylinkė  
Bronius BRADAUSKAS,,"83,82%",76,"77,03%",95,Mūro Strėvininkų  (Nr.30) apylinkė  
Kazimieras UOKA,,"16,18%",17,"14,86%",16,Mūro Strėvininkų  (Nr.30) apylinkė  
Bronius BRADAUSKAS,,"62,39%",88,"61,30%",53,Antakalnio  (Nr.29) apylinkė  
Kazimieras UOKA,,"37,61%",51,"36,96%",34,Antakalnio  (Nr.29) apylinkė  
Bronius BRADAUSKAS,,"44,37%",94,"42,48%",36,Dovainonių  (Nr.28) apylinkė  
Kazimieras UOKA,,"55,63%",109,"53,27%",54,Dovainonių  (Nr.28) apylinkė  
Bronius BRADAUSKAS,,"48,20%",129,"44,89%",139,Pravieniškių  (Nr.27) apylinkė  
Kazimieras UOKA,,"51,80%",171,"48,24%",117,Pravieniškių  (Nr.27) apylinkė  
Bronius BRADAUSKAS,,"44,50%",220,"43,49%",47,Rumšiškių  (Nr.26) apylinkė  
Kazimieras UOKA,,"55,50%",291,"54,23%",42,Rumšiškių  (Nr.26) apylinkė  
Bronius BRADAUSKAS,,"68,60%",84,"67,30%",93,Paparčių  (Nr.25) apylinkė  
Kazimieras UOKA,,"31,40%",47,"30,80%",34,Paparčių  (Nr.25) apylinkė  
Bronius BRADAUSKAS,,"59,24%",66,"58,49%",27,Zūbiškių  (Nr.24) apylinkė  
Kazimieras UOKA,,"40,76%",37,"40,25%",27,Zūbiškių  (Nr.24) apylinkė  
Bronius BRADAUSKAS,,"66,20%",137,"64,16%",51,Palomenės  (Nr.23) apylinkė  
Kazimieras UOKA,,"33,80%",69,"32,76%",27,Palomenės  (Nr.23) apylinkė  
Bronius BRADAUSKAS,,"59,03%",49,"57,43%",36,Tauckūnų  (Nr.22) apylinkė  
Kazimieras UOKA,,"40,97%",26,"39,86%",33,Tauckūnų  (Nr.22) apylinkė  
Bronius BRADAUSKAS,,"63,27%",21,"63,27%",10,Beištrakių  (Nr.21) apylinkė  
Kazimieras UOKA,,"36,73%",10,"36,73%",8,Beištrakių  (Nr.21) apylinkė  
Bronius BRADAUSKAS,,"56,80%",83,"55,71%",34,Stabintiškių  (Nr.20) apylinkė  
Kazimieras UOKA,,"43,20%",60,"42,38%",29,Stabintiškių  (Nr.20) apylinkė  
Bronius BRADAUSKAS,,"54,01%",65,"53,44%",36,Pajautiškių  (Nr.19) apylinkė  
Kazimieras UOKA,,"45,99%",52,"45,50%",34,Pajautiškių  (Nr.19) apylinkė  
Bronius BRADAUSKAS,,"48,67%",102,"47,76%",26,Žaslių  (Nr.18) apylinkė  
Kazimieras UOKA,,"51,33%",103,"50,37%",32,Žaslių  (Nr.18) apylinkė  
Bronius BRADAUSKAS,,"66,41%",336,"65,30%",95,Gudienos  (Nr.17) apylinkė  
Kazimieras UOKA,,"33,59%",170,"33,03%",48,Gudienos  (Nr.17) apylinkė  
Bronius BRADAUSKAS,,"57,36%",262,"55,78%",42,Žiežmarių  (Nr.16) apylinkė  
Kazimieras UOKA,,"42,64%",204,"41,47%",22,Žiežmarių  (Nr.16) apylinkė  
Bronius BRADAUSKAS,,"65,48%",165,"64,11%",19,Melioratorių  (Nr.15) apylinkė  
Kazimieras UOKA,,"34,52%",92,"33,80%",5,Melioratorių  (Nr.15) apylinkė  
Bronius BRADAUSKAS,,"46,03%",91,"43,82%",19,Kietaviškių  (Nr.15) apylinkė  
Kazimieras UOKA,,"53,97%",110,"51,39%",19,Kietaviškių  (Nr.15) apylinkė  
Bronius BRADAUSKAS,,"66,12%",50,"65,57%",30,Jagėlonių  (Nr.14) apylinkė  
Kazimieras UOKA,,"33,88%",19,"33,61%",22,Jagėlonių  (Nr.14) apylinkė  
Bronius BRADAUSKAS,,"61,29%",138,"59,84%",14,Stasiūnų  (Nr.14) apylinkė  
Kazimieras UOKA,,"38,71%",76,"37,80%",20,Stasiūnų  (Nr.14) apylinkė  
Bronius BRADAUSKAS,,"64,56%",82,"62,96%",20,Gilučių  (Nr.13) apylinkė  
Kazimieras UOKA,,"35,44%",43,"34,57%",13,Gilučių  (Nr.13) apylinkė  
Bronius BRADAUSKAS,,"69,95%",83,"69,19%",45,Dainių  (Nr.13) apylinkė  
Kazimieras UOKA,,"30,05%",25,"29,73%",30,Dainių  (Nr.13) apylinkė  
Bronius BRADAUSKAS,,"62,45%",99,"61,64%",44,Stoniavos  (Nr.12) apylinkė  
Kazimieras UOKA,,"37,55%",71,"37,07%",15,Stoniavos  (Nr.12) apylinkė  
Bronius BRADAUSKAS,,"83,72%",114,"82,76%",102,Ringailių  (Nr.9) apylinkė  
Kazimieras UOKA,,"16,28%",26,"16,09%",16,Ringailių  (Nr.9) apylinkė  
Bronius BRADAUSKAS,,"68,92%",92,"67,11%",10,Darsūniškio  (Nr.8) apylinkė  
Kazimieras UOKA,,"31,08%",42,"30,26%",4,Darsūniškio  (Nr.8) apylinkė  
Bronius BRADAUSKAS,,"43,02%",42,"42,31%",35,Vilūnų  (Nr.7) apylinkė  
Kazimieras UOKA,,"56,98%",46,"56,04%",56,Vilūnų  (Nr.7) apylinkė  
Bronius BRADAUSKAS,,"64,71%",72,"62,86%",38,Kalvių  (Nr.6) apylinkė  
Kazimieras UOKA,,"35,29%",37,"34,29%",23,Kalvių  (Nr.6) apylinkė  
Bronius BRADAUSKAS,,"55,86%",118,"55,02%",63,Kruonio  (Nr.5) apylinkė  
Kazimieras UOKA,,"44,14%",111,"43,47%",32,Kruonio  (Nr.5) apylinkė  
Bronius BRADAUSKAS,,"65,04%",439,"62,75%",41,Lomenos  (Nr.4) apylinkė  
Kazimieras UOKA,,"34,96%",236,"33,73%",22,Lomenos  (Nr.4) apylinkė  
Bronius BRADAUSKAS,,"42,91%",194,"40,48%",27,Versmės  (Nr.4) apylinkė  
Kazimieras UOKA,,"57,09%",267,"53,85%",27,Versmės  (Nr.4) apylinkė  
Bronius BRADAUSKAS,,"56,28%",426,"54,66%",49,Girelės  (Nr.3) apylinkė  
Kazimieras UOKA,,"43,72%",342,"42,46%",27,Girelės  (Nr.3) apylinkė  
Bronius BRADAUSKAS,,"39,77%",288,"38,52%",29,Sodų  (Nr.3) apylinkė  
Kazimieras UOKA,,"60,23%",449,"58,32%",31,Sodų  (Nr.3) apylinkė  
Bronius BRADAUSKAS,,"59,20%",312,"57,63%",58,Gedimino  (Nr.2) apylinkė  
Kazimieras UOKA,,"40,80%",216,"39,72%",39,Gedimino  (Nr.2) apylinkė  
Bronius BRADAUSKAS,,"39,51%",360,"38,06%",24,Saulės  (Nr.2) apylinkė  
Kazimieras UOKA,,"60,49%",551,"58,28%",37,Saulės  (Nr.2) apylinkė  
Bronius BRADAUSKAS,,"47,28%",152,"46,74%",13,Vytauto  (Nr.1) apylinkė  
Kazimieras UOKA,,"52,72%",162,"52,12%",22,Vytauto  (Nr.1) apylinkė  
Bronius BRADAUSKAS,,"41,18%",260,"39,09%",25,Draugystės  (Nr.1) apylinkė  
Kazimieras UOKA,,"58,82%",354,"55,83%",53,Draugystės  (Nr.1) apylinkė  
Rimantas SINKEVIČIUS,,"48,34%",186,"45,70%",32,Užusalių  (Nr.26) apylinkė  
Arūnas RIMKUS,,"51,66%",201,"48,85%",32,Užusalių  (Nr.26) apylinkė  
Rimantas SINKEVIČIUS,,"49,04%",122,"47,38%",32,Upninkų  (Nr.25) apylinkė  
Arūnas RIMKUS,,"50,96%",125,"49,23%",35,Upninkų  (Nr.25) apylinkė  
Rimantas SINKEVIČIUS,,"33,48%",57,"32,77%",20,Šilų  (Nr.24) apylinkė  
Arūnas RIMKUS,,"66,52%",115,"65,11%",38,Šilų  (Nr.24) apylinkė  
Rimantas SINKEVIČIUS,,"57,94%",99,"57,14%",25,Panoterių  (Nr.23) apylinkė  
Arūnas RIMKUS,,"42,06%",57,"41,47%",33,Panoterių  (Nr.23) apylinkė  
Rimantas SINKEVIČIUS,,"42,07%",96,"40,71%",18,Žeimių  (Nr.22) apylinkė  
Arūnas RIMKUS,,"57,93%",126,"56,07%",31,Žeimių  (Nr.22) apylinkė  
Rimantas SINKEVIČIUS,,"33,66%",22,"32,38%",12,Kuigalių  (Nr.21) apylinkė  
Arūnas RIMKUS,,"66,34%",56,"63,81%",11,Kuigalių  (Nr.21) apylinkė  
Rimantas SINKEVIČIUS,,"31,10%",48,"30,91%",3,Juškonių  (Nr.20) apylinkė  
Arūnas RIMKUS,,"68,90%",92,"68,48%",21,Juškonių  (Nr.20) apylinkė  
Rimantas SINKEVIČIUS,,"53,89%",70,"51,87%",27,Kulvos  (Nr.19) apylinkė  
Arūnas RIMKUS,,"46,11%",64,"44,39%",19,Kulvos  (Nr.19) apylinkė  
Rimantas SINKEVIČIUS,,"42,94%",61,"42,22%",15,Čičinų  (Nr.18) apylinkė  
Arūnas RIMKUS,,"57,06%",70,"56,11%",31,Čičinų  (Nr.18) apylinkė  
Rimantas SINKEVIČIUS,,"49,68%",66,"47,83%",11,Batėgalos  (Nr.17) apylinkė  
Arūnas RIMKUS,,"50,32%",67,"48,45%",11,Batėgalos  (Nr.17) apylinkė  
Rimantas SINKEVIČIUS,,"53,69%",55,"52,29%",25,Liepių  (Nr.16) apylinkė  
Arūnas RIMKUS,,"46,31%",49,"45,10%",20,Liepių  (Nr.16) apylinkė  
Rimantas SINKEVIČIUS,,"69,59%",108,"67,84%",27,Bukonių  (Nr.15) apylinkė  
Arūnas RIMKUS,,"30,41%",57,"29,65%",2,Bukonių  (Nr.15) apylinkė  
Rimantas SINKEVIČIUS,,"60,27%",107,"55,56%",28,Ruklos  (Nr.14) apylinkė  
Arūnas RIMKUS,,"39,73%",81,"36,63%",8,Ruklos  (Nr.14) apylinkė  
Rimantas SINKEVIČIUS,,"41,56%",120,"40,06%",13,Baldininkų  (Nr.13) apylinkė  
Arūnas RIMKUS,,"58,44%",170,"56,33%",17,Baldininkų  (Nr.13) apylinkė  
Rimantas SINKEVIČIUS,,"45,92%",288,"43,64%",55,Lietavos  (Nr.12) apylinkė  
Arūnas RIMKUS,,"54,08%",379,"51,40%",25,Lietavos  (Nr.12) apylinkė  
Rimantas SINKEVIČIUS,,"47,23%",303,"45,83%",21,Lakštingalų  (Nr.11) apylinkė  
Arūnas RIMKUS,,"52,77%",337,"51,20%",25,Lakštingalų  (Nr.11) apylinkė  
Rimantas SINKEVIČIUS,,"54,32%",154,"53,01%",22,Kalnų  (Nr.10) apylinkė  
Arūnas RIMKUS,,"45,68%",139,"44,58%",9,Kalnų  (Nr.10) apylinkė  
Rimantas SINKEVIČIUS,,"56,56%",289,"54,44%",30,Ateities  (Nr.9) apylinkė  
Arūnas RIMKUS,,"43,44%",237,"41,81%",8,Ateities  (Nr.9) apylinkė  
Rimantas SINKEVIČIUS,,"40,23%",193,"38,79%",13,Mokyklos  (Nr.8) apylinkė  
Arūnas RIMKUS,,"59,77%",282,"57,63%",24,Mokyklos  (Nr.8) apylinkė  
Rimantas SINKEVIČIUS,,"51,26%",207,"48,69%",16,Saulutės  (Nr.7) apylinkė  
Arūnas RIMKUS,,"48,74%",198,"46,29%",14,Saulutės  (Nr.7) apylinkė  
Rimantas SINKEVIČIUS,,"57,04%",142,"54,00%",20,Senamiesčio  (Nr.6) apylinkė  
Arūnas RIMKUS,,"42,96%",112,"40,67%",10,Senamiesčio  (Nr.6) apylinkė  
Rimantas SINKEVIČIUS,,"60,81%",195,"58,44%",30,Sodų  (Nr.5) apylinkė  
Arūnas RIMKUS,,"39,19%",134,"37,66%",11,Sodų  (Nr.5) apylinkė  
Rimantas SINKEVIČIUS,,"57,19%",310,"55,28%",20,Bibliotekos  (Nr.4) apylinkė  
Arūnas RIMKUS,,"42,81%",223,"41,37%",24,Bibliotekos  (Nr.4) apylinkė  
Rimantas SINKEVIČIUS,,"54,01%",316,"51,16%",14,Kregždutės  (Nr.3) apylinkė  
Arūnas RIMKUS,,"45,99%",264,"43,57%",17,Kregždutės  (Nr.3) apylinkė  
Rimantas SINKEVIČIUS,,"53,42%",388,"51,92%",18,Juodmenos  (Nr.2) apylinkė  
Arūnas RIMKUS,,"46,58%",339,"45,27%",15,Juodmenos  (Nr.2) apylinkė  
Rimantas SINKEVIČIUS,,"57,51%",382,"55,35%",16,Rimkų  (Nr.1) apylinkė  
Arūnas RIMKUS,,"42,49%",281,"40,89%",13,Rimkų  (Nr.1) apylinkė  
Julius VESELKA,,"58,33%",58,"57,85%",12,Tolučių  (Nr.39) apylinkė  
Janina GALIAUSKIENĖ,,"41,67%",33,"41,32%",17,Tolučių  (Nr.39) apylinkė  
Julius VESELKA,,"71,18%",95,"70,76%",26,Laumėnų  (Nr.38) apylinkė  
Janina GALIAUSKIENĖ,,"28,82%",26,"28,65%",23,Laumėnų  (Nr.38) apylinkė  
Julius VESELKA,,"46,46%",107,"45,38%",11,Želvos  (Nr.37) apylinkė  
Janina GALIAUSKIENĖ,,"53,54%",113,"52,31%",23,Želvos  (Nr.37) apylinkė  
Julius VESELKA,,"49,63%",50,"48,20%",17,Sližių  (Nr.36) apylinkė  
Janina GALIAUSKIENĖ,,"50,37%",52,"48,92%",16,Sližių  (Nr.36) apylinkė  
Julius VESELKA,,"48,28%",131,"46,67%",9,Veprių  (Nr.35) apylinkė  
Janina GALIAUSKIENĖ,,"51,72%",130,"50,00%",20,Veprių  (Nr.35) apylinkė  
Julius VESELKA,,"58,80%",62,"56,95%",65,Laičių  (Nr.34) apylinkė  
Janina GALIAUSKIENĖ,,"41,20%",54,"39,91%",35,Laičių  (Nr.34) apylinkė  
Julius VESELKA,,"48,32%",56,"47,68%",16,Krikštėnų  (Nr.33) apylinkė  
Janina GALIAUSKIENĖ,,"51,68%",42,"50,99%",35,Krikštėnų  (Nr.33) apylinkė  
Julius VESELKA,,"44,78%",42,"43,17%",18,Antakalnio  (Nr.32) apylinkė  
Janina GALIAUSKIENĖ,,"55,22%",43,"53,24%",31,Antakalnio  (Nr.32) apylinkė  
Julius VESELKA,,"63,43%",81,"62,36%",30,Liaušių  (Nr.31) apylinkė  
Janina GALIAUSKIENĖ,,"36,57%",39,"35,96%",25,Liaušių  (Nr.31) apylinkė  
Julius VESELKA,,"46,29%",62,"42,86%",19,Šešuolių  (Nr.30) apylinkė  
Janina GALIAUSKIENĖ,,"53,71%",69,"49,74%",25,Šešuolių  (Nr.30) apylinkė  
Julius VESELKA,,"71,61%",78,"71,61%",33,Kulniškių  (Nr.29) apylinkė  
Janina GALIAUSKIENĖ,,"28,39%",29,"28,39%",15,Kulniškių  (Nr.29) apylinkė  
Julius VESELKA,,"47,02%",45,"45,40%",34,Pabaisko  (Nr.28) apylinkė  
Janina GALIAUSKIENĖ,,"52,98%",58,"51,15%",31,Pabaisko  (Nr.28) apylinkė  
Julius VESELKA,,"47,86%",33,"47,06%",23,Nuotekų  (Nr.27) apylinkė  
Janina GALIAUSKIENĖ,,"52,14%",38,"51,26%",23,Nuotekų  (Nr.27) apylinkė  
Julius VESELKA,,"48,45%",82,"47,24%",12,Lyduokių  (Nr.26) apylinkė  
Janina GALIAUSKIENĖ,,"51,55%",68,"50,25%",32,Lyduokių  (Nr.26) apylinkė  
Julius VESELKA,,"63,00%",98,"62,45%",45,Jakutiškių  (Nr.25) apylinkė  
Janina GALIAUSKIENĖ,,"37,00%",38,"36,68%",46,Jakutiškių  (Nr.25) apylinkė  
Julius VESELKA,,"53,39%",104,"51,22%",22,Dainavos  (Nr.24) apylinkė  
Janina GALIAUSKIENĖ,,"46,61%",81,"44,72%",29,Dainavos  (Nr.24) apylinkė  
Julius VESELKA,,"57,23%",141,"56,88%",45,Deltuvos  (Nr.23) apylinkė  
Janina GALIAUSKIENĖ,,"42,77%",88,"42,51%",51,Deltuvos  (Nr.23) apylinkė  
Julius VESELKA,,"57,84%",129,"57,62%",26,Rečionių  (Nr.22) apylinkė  
Janina GALIAUSKIENĖ,,"42,16%",77,"42,01%",36,Rečionių  (Nr.22) apylinkė  
Julius VESELKA,,"46,81%",155,"45,54%",80,Vidiškių  (Nr.21) apylinkė  
Janina GALIAUSKIENĖ,,"53,19%",186,"51,74%",81,Vidiškių  (Nr.21) apylinkė  
Julius VESELKA,,"57,32%",51,"56,97%",43,Lėno  (Nr.20) apylinkė  
Janina GALIAUSKIENĖ,,"42,68%",28,"42,42%",42,Lėno  (Nr.20) apylinkė  
Julius VESELKA,,"32,92%",42,"32,32%",11,Balelių  (Nr.19) apylinkė  
Janina GALIAUSKIENĖ,,"67,08%",63,"65,85%",45,Balelių  (Nr.19) apylinkė  
Julius VESELKA,,"45,74%",80,"44,36%",38,Taujėnų  (Nr.18) apylinkė  
Janina GALIAUSKIENĖ,,"54,26%",97,"52,63%",43,Taujėnų  (Nr.18) apylinkė  
Julius VESELKA,,"64,49%",57,"62,73%",12,Tulpiakiemio  (Nr.17) apylinkė  
Janina GALIAUSKIENĖ,,"35,51%",26,"34,55%",12,Tulpiakiemio  (Nr.17) apylinkė  
Julius VESELKA,,"59,30%",76,"58,62%",26,Petronių  (Nr.16) apylinkė  
Janina GALIAUSKIENĖ,,"40,70%",52,"40,23%",18,Petronių  (Nr.16) apylinkė  
Julius VESELKA,,"65,92%",136,"65,19%",40,Siesikų  (Nr.15) apylinkė  
Janina GALIAUSKIENĖ,,"34,08%",70,"33,70%",21,Siesikų  (Nr.15) apylinkė  
Julius VESELKA,,"46,33%",145,"45,68%",19,Pašilės  (Nr.14) apylinkė  
Janina GALIAUSKIENĖ,,"53,67%",168,"52,92%",22,Pašilės  (Nr.14) apylinkė  
Julius VESELKA,,"47,56%",269,"46,66%",24,Pivonijos  (Nr.13) apylinkė  
Janina GALIAUSKIENĖ,,"52,44%",290,"51,43%",33,Pivonijos  (Nr.13) apylinkė  
Julius VESELKA,,"52,57%",430,"50,97%",41,Linų  (Nr.12) apylinkė  
Janina GALIAUSKIENĖ,,"47,43%",381,"46,00%",44,Linų  (Nr.12) apylinkė  
Julius VESELKA,,"42,44%",279,"41,73%",44,Krekšlių  (Nr.11) apylinkė  
Janina GALIAUSKIENĖ,,"57,56%",379,"56,59%",59,Krekšlių  (Nr.11) apylinkė  
Julius VESELKA,,"49,78%",207,"48,83%",23,Smėlių  (Nr.10) apylinkė  
Janina GALIAUSKIENĖ,,"50,22%",204,"49,26%",28,Smėlių  (Nr.10) apylinkė  
Julius VESELKA,,"57,27%",179,"55,18%",18,Kauno  (Nr.9) apylinkė  
Janina GALIAUSKIENĖ,,"42,73%",136,"41,18%",11,Kauno  (Nr.9) apylinkė  
Julius VESELKA,,"49,79%",101,"49,17%",18,Transporto  (Nr.8) apylinkė  
Janina GALIAUSKIENĖ,,"50,21%",93,"49,59%",27,Transporto  (Nr.8) apylinkė  
Julius VESELKA,,"45,87%",148,"45,61%",13,Klaipėdos  (Nr.7) apylinkė  
Janina GALIAUSKIENĖ,,"54,13%",168,"53,82%",22,Klaipėdos  (Nr.7) apylinkė  
Julius VESELKA,,"49,07%",113,"47,31%",19,Kęstučio  (Nr.6) apylinkė  
Janina GALIAUSKIENĖ,,"50,93%",124,"49,10%",13,Kęstučio  (Nr.6) apylinkė  
Julius VESELKA,,"42,90%",132,"41,07%",22,Vytauto  (Nr.5) apylinkė  
Janina GALIAUSKIENĖ,,"57,10%",174,"54,67%",31,Vytauto  (Nr.5) apylinkė  
Julius VESELKA,,"48,85%",177,"47,88%",15,J.Basanavičiaus  (Nr.4) apylinkė  
Janina GALIAUSKIENĖ,,"51,15%",176,"50,12%",25,J.Basanavičiaus  (Nr.4) apylinkė  
Julius VESELKA,,"48,31%",315,"46,87%",29,Maironio  (Nr.3) apylinkė  
Janina GALIAUSKIENĖ,,"51,69%",320,"50,14%",48,Maironio  (Nr.3) apylinkė  
Julius VESELKA,,"57,46%",286,"56,02%",49,Anykščių  (Nr.2) apylinkė  
Janina GALIAUSKIENĖ,,"42,54%",205,"41,47%",43,Anykščių  (Nr.2) apylinkė  
Julius VESELKA,,"62,75%",316,"61,20%",31,S.Daukanto  (Nr.1) apylinkė  
Janina GALIAUSKIENĖ,,"37,25%",180,"36,33%",26,S.Daukanto  (Nr.1) apylinkė  
Bronius PAUŽA,,"39,73%",280,"38,52%",74,Vytauto Didžiojo  (Nr.30) apylinkė  
Saulius LAPĖNAS,,"60,27%",447,"58,43%",90,Vytauto Didžiojo  (Nr.30) apylinkė  
Bronius PAUŽA,,"38,61%",310,"37,50%",41,Vydūno  (Nr.29) apylinkė  
Saulius LAPĖNAS,,"61,39%",461,"59,62%",97,Vydūno  (Nr.29) apylinkė  
Bronius PAUŽA,,"38,90%",260,"37,21%",50,Dariaus ir Girėno  (Nr.28) apylinkė  
Saulius LAPĖNAS,,"61,10%",407,"58,46%",80,Dariaus ir Girėno  (Nr.28) apylinkė  
Bronius PAUŽA,,"50,75%",170,"50,00%",33,Skirsnemunės  (Nr.27) apylinkė  
Saulius LAPĖNAS,,"49,25%",159,"48,52%",38,Skirsnemunės  (Nr.27) apylinkė  
Bronius PAUŽA,,"37,28%",44,"36,00%",19,Vaidilų  (Nr.27) apylinkė  
Saulius LAPĖNAS,,"62,72%",69,"60,57%",37,Vaidilų  (Nr.27) apylinkė  
Bronius PAUŽA,,"45,49%",82,"43,98%",24,Pilies  (Nr.26) apylinkė  
Saulius LAPĖNAS,,"54,51%",90,"52,70%",37,Pilies  (Nr.26) apylinkė  
Bronius PAUŽA,,"40,46%",57,"38,67%",13,Trepų  (Nr.26) apylinkė  
Saulius LAPĖNAS,,"59,54%",71,"56,91%",32,Trepų  (Nr.26) apylinkė  
Bronius PAUŽA,,"63,82%",79,"59,18%",108,Adakavo  (Nr.25) apylinkė  
Saulius LAPĖNAS,,"36,18%",59,"33,54%",47,Adakavo  (Nr.25) apylinkė  
Bronius PAUŽA,,"61,10%",152,"60,23%",60,Raudonės  (Nr.25) apylinkė  
Saulius LAPĖNAS,,"38,90%",94,"38,35%",41,Raudonės  (Nr.25) apylinkė  
Bronius PAUŽA,,"35,92%",172,"33,93%",36,Skaudvilės  (Nr.24) apylinkė  
Saulius LAPĖNAS,,"64,08%",304,"60,52%",67,Skaudvilės  (Nr.24) apylinkė  
Bronius PAUŽA,,"75,91%",77,"75,91%",27,Stakių  (Nr.24) apylinkė  
Saulius LAPĖNAS,,"24,09%",28,"24,09%",5,Stakių  (Nr.24) apylinkė  
Bronius PAUŽA,,"46,02%",145,"44,47%",40,Veliuonos  (Nr.23) apylinkė  
Saulius LAPĖNAS,,"53,98%",158,"52,16%",59,Veliuonos  (Nr.23) apylinkė  
Bronius PAUŽA,,"71,43%",83,"70,22%",42,Tamošių  (Nr.22) apylinkė  
Saulius LAPĖNAS,,"28,57%",32,"28,09%",18,Tamošių  (Nr.22) apylinkė  
Bronius PAUŽA,,"62,28%",60,"62,28%",11,Gricių  (Nr.21) apylinkė  
Saulius LAPĖNAS,,"37,72%",33,"37,72%",10,Gricių  (Nr.21) apylinkė  
Bronius PAUŽA,,"48,15%",109,"46,93%",21,Klausučių  (Nr.20) apylinkė  
Saulius LAPĖNAS,,"51,85%",115,"50,54%",25,Klausučių  (Nr.20) apylinkė  
Bronius PAUŽA,,"58,33%",117,"55,83%",65,Seredžiaus  (Nr.19) apylinkė  
Saulius LAPĖNAS,,"41,67%",93,"39,88%",37,Seredžiaus  (Nr.19) apylinkė  
Bronius PAUŽA,,"58,68%",77,"57,99%",21,Armeniškių  (Nr.18) apylinkė  
Saulius LAPĖNAS,,"41,32%",51,"40,83%",18,Armeniškių  (Nr.18) apylinkė  
Bronius PAUŽA,,"50,99%",86,"49,52%",17,Juodaičių  (Nr.17) apylinkė  
Saulius LAPĖNAS,,"49,01%",79,"47,60%",20,Juodaičių  (Nr.17) apylinkė  
Bronius PAUŽA,,"71,43%",66,"70,80%",14,Volungiškės  (Nr.16) apylinkė  
Saulius LAPĖNAS,,"28,57%",24,"28,32%",8,Volungiškės  (Nr.16) apylinkė  
Bronius PAUŽA,,"49,23%",49,"48,48%",15,Paulių  (Nr.15) apylinkė  
Saulius LAPĖNAS,,"50,77%",48,"50,00%",18,Paulių  (Nr.15) apylinkė  
Bronius PAUŽA,,"77,66%",124,"76,04%",22,Šimkaičių  (Nr.14) apylinkė  
Saulius LAPĖNAS,,"22,34%",29,"21,88%",13,Šimkaičių  (Nr.14) apylinkė  
Bronius PAUŽA,,"42,23%",69,"40,46%",37,Vadžgirio  (Nr.13) apylinkė  
