apygarda,nuo_galiojanciu_biuleteniu,partija,apylinkese,pastu,apylinke
Telšių (Nr.40) rinkimų apygarda,"16,37%",Tautos prisikėlimo partija,26,2,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"36,84%",Partija Tvarka ir teisingumas,54,9,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"3,51%",Lietuvos socialdemokratų partija,5,1,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"23,98%",Koalicija Darbo partija + jaunimas,35,6,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,75%",Lietuvos Respublikos liberalų sąjūdis,3,0,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"4,09%",Liberalų ir centro sąjunga,7,0,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"3,51%",Lietuvos valstiečių liaudininkų sąjunga,6,0,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,17%",Naujoji sąjunga (socialliberalai),1,1,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,58%","""Fronto"" partija",1,0,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,17%","Partija ""Jaunoji Lietuva""",2,0,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,58%",Lietuvos socialdemokratų sąjunga,1,0,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,58%",Lietuvos centro partija,1,0,Kirklių (Nr.22) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"8,44%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,12,8,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"13,08%",Tautos prisikėlimo partija,29,2,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"20,25%",Partija Tvarka ir teisingumas,34,14,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"7,17%",Lietuvos socialdemokratų partija,17,0,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"29,11%",Koalicija Darbo partija + jaunimas,63,6,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,11%",Lietuvos Respublikos liberalų sąjūdis,5,0,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,53%",Liberalų ir centro sąjunga,5,1,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,42%",Lietuvos lenkų rinkimų akcija,0,1,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"5,49%",Lietuvos valstiečių liaudininkų sąjunga,10,3,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"6,33%",Naujoji sąjunga (socialliberalai),14,1,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,53%","""Fronto"" partija",5,1,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%","Partija ""Jaunoji Lietuva""",0,0,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,42%",Pilietinės demokratijos partija,1,0,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,42%",Lietuvos rusų sąjunga,1,0,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,84%",Lietuvos socialdemokratų sąjunga,1,1,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,84%",Lietuvos centro partija,0,2,Upynos (Nr.21) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"7,46%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,13,9,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"10,85%",Tautos prisikėlimo partija,30,2,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"38,64%",Partija Tvarka ir teisingumas,98,16,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"7,46%",Lietuvos socialdemokratų partija,20,2,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"22,71%",Koalicija Darbo partija + jaunimas,59,8,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,02%",Lietuvos Respublikos liberalų sąjūdis,3,0,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,34%",Liberalų ir centro sąjunga,1,0,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"3,73%",Lietuvos valstiečių liaudininkų sąjunga,10,1,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,37%",Naujoji sąjunga (socialliberalai),7,0,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,71%","""Fronto"" partija",4,4,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,36%","Partija ""Jaunoji Lietuva""",4,0,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,02%",Pilietinės demokratijos partija,2,1,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,34%",Lietuvos rusų sąjunga,1,0,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos socialdemokratų sąjunga,0,0,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos centro partija,0,0,Kaunatavos (Nr.20) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"14,69%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,71,13,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"10,84%",Tautos prisikėlimo partija,60,2,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"12,59%",Partija Tvarka ir teisingumas,63,9,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"8,74%",Lietuvos socialdemokratų partija,43,7,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"38,46%",Koalicija Darbo partija + jaunimas,182,38,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,05%",Lietuvos Respublikos liberalų sąjūdis,5,1,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,97%",Liberalų ir centro sąjunga,15,2,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,62%",Lietuvos valstiečių liaudininkų sąjunga,14,1,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,05%",Naujoji sąjunga (socialliberalai),6,0,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,75%","""Fronto"" partija",9,1,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,45%","Partija ""Jaunoji Lietuva""",8,6,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,75%",Pilietinės demokratijos partija,8,2,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,17%",Lietuvos rusų sąjunga,1,0,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,70%",Lietuvos socialdemokratų sąjunga,3,1,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,17%",Lietuvos centro partija,1,0,Tryškių (Nr.19) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"11,11%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,25,14,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"13,39%",Tautos prisikėlimo partija,41,6,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"22,51%",Partija Tvarka ir teisingumas,62,17,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"11,97%",Lietuvos socialdemokratų partija,25,17,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"23,36%",Koalicija Darbo partija + jaunimas,62,20,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,14%",Lietuvos Respublikos liberalų sąjūdis,3,1,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"3,13%",Liberalų ir centro sąjunga,8,3,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,28%",Lietuvos lenkų rinkimų akcija,1,0,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"6,27%",Lietuvos valstiečių liaudininkų sąjunga,20,2,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,71%",Naujoji sąjunga (socialliberalai),2,4,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,71%","""Fronto"" partija",6,0,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,28%","Partija ""Jaunoji Lietuva""",7,1,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,28%",Pilietinės demokratijos partija,1,0,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,28%",Lietuvos rusų sąjunga,0,1,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,57%",Lietuvos socialdemokratų sąjunga,2,0,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos centro partija,0,0,Ubiškės (Nr.18) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"6,34%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,6,3,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"4,93%",Tautos prisikėlimo partija,6,1,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"42,25%",Partija Tvarka ir teisingumas,52,8,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"14,08%",Lietuvos socialdemokratų partija,16,4,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"21,13%",Koalicija Darbo partija + jaunimas,29,1,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos Respublikos liberalų sąjūdis,0,0,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"3,52%",Liberalų ir centro sąjunga,3,2,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,11%",Lietuvos valstiečių liaudininkų sąjunga,3,0,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,41%",Naujoji sąjunga (socialliberalai),1,1,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,41%","""Fronto"" partija",2,0,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,11%","Partija ""Jaunoji Lietuva""",2,1,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,70%",Lietuvos socialdemokratų sąjunga,1,0,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos centro partija,0,0,Nerimdaičių (Nr.17) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"9,72%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,5,9,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"15,97%",Tautos prisikėlimo partija,21,2,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"25,69%",Partija Tvarka ir teisingumas,26,11,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"15,28%",Lietuvos socialdemokratų partija,19,3,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"13,19%",Koalicija Darbo partija + jaunimas,12,7,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,39%",Lietuvos Respublikos liberalų sąjūdis,1,1,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,39%",Liberalų ir centro sąjunga,2,0,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"6,25%",Lietuvos valstiečių liaudininkų sąjunga,5,4,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,08%",Naujoji sąjunga (socialliberalai),3,0,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"4,86%","""Fronto"" partija",6,1,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,69%","Partija ""Jaunoji Lietuva""",1,0,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,69%",Pilietinės demokratijos partija,1,0,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,08%",Lietuvos socialdemokratų sąjunga,2,1,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,69%",Lietuvos centro partija,1,0,Mitkaičių (Nr.16) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"9,41%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,27,5,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"19,41%",Tautos prisikėlimo partija,65,1,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"40,00%",Partija Tvarka ir teisingumas,128,8,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"12,35%",Lietuvos socialdemokratų partija,38,4,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"8,24%",Koalicija Darbo partija + jaunimas,23,5,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,88%",Lietuvos Respublikos liberalų sąjūdis,1,2,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,47%",Liberalų ir centro sąjunga,5,0,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,59%",Lietuvos valstiečių liaudininkų sąjunga,2,0,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,06%",Naujoji sąjunga (socialliberalai),7,0,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,76%","""Fronto"" partija",5,1,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,88%","Partija ""Jaunoji Lietuva""",3,0,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,29%",Pilietinės demokratijos partija,1,0,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,59%",Lietuvos rusų sąjunga,2,0,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,76%",Lietuvos socialdemokratų sąjunga,6,0,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,29%",Lietuvos centro partija,1,0,Nevarėnų (Nr.15) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"10,06%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,11,6,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"19,53%",Tautos prisikėlimo partija,32,1,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"21,89%",Partija Tvarka ir teisingumas,31,6,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"11,83%",Lietuvos socialdemokratų partija,16,4,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"13,61%",Koalicija Darbo partija + jaunimas,19,4,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,18%",Lietuvos Respublikos liberalų sąjūdis,1,1,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,18%",Liberalų ir centro sąjunga,2,0,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"8,28%",Lietuvos valstiečių liaudininkų sąjunga,12,2,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"3,55%",Naujoji sąjunga (socialliberalai),5,1,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"3,55%","""Fronto"" partija",5,1,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,18%","Partija ""Jaunoji Lietuva""",2,0,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,37%",Pilietinės demokratijos partija,4,0,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,18%",Lietuvos socialdemokratų sąjunga,1,1,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,59%",Lietuvos centro partija,1,0,Gedrimų (Nr.14) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"7,34%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,21,8,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"16,96%",Tautos prisikėlimo partija,65,2,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"42,28%",Partija Tvarka ir teisingumas,148,19,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"6,58%",Lietuvos socialdemokratų partija,19,7,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"9,62%",Koalicija Darbo partija + jaunimas,29,9,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,28%",Lietuvos Respublikos liberalų sąjūdis,7,2,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,76%",Liberalų ir centro sąjunga,2,1,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,25%",Lietuvos lenkų rinkimų akcija,1,0,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"5,57%",Lietuvos valstiečių liaudininkų sąjunga,20,2,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,27%",Naujoji sąjunga (socialliberalai),5,0,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,53%","""Fronto"" partija",7,3,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,27%","Partija ""Jaunoji Lietuva""",5,0,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,27%",Pilietinės demokratijos partija,4,1,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,76%",Lietuvos socialdemokratų sąjunga,3,0,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,27%",Lietuvos centro partija,4,1,Buožėnų (Nr.13) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"7,53%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,23,2,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"18,07%",Tautos prisikėlimo partija,59,1,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"42,17%",Partija Tvarka ir teisingumas,122,18,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"8,43%",Lietuvos socialdemokratų partija,22,6,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"9,34%",Koalicija Darbo partija + jaunimas,27,4,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,20%",Lietuvos Respublikos liberalų sąjūdis,3,1,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,71%",Liberalų ir centro sąjunga,9,0,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"4,52%",Lietuvos valstiečių liaudininkų sąjunga,11,4,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,81%",Naujoji sąjunga (socialliberalai),3,3,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,20%","""Fronto"" partija",1,3,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,60%","Partija ""Jaunoji Lietuva""",2,0,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,60%",Pilietinės demokratijos partija,2,0,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,90%",Lietuvos rusų sąjunga,3,0,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,30%",Lietuvos socialdemokratų sąjunga,1,0,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,60%",Lietuvos centro partija,1,1,Eigirdžių (Nr.12) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"11,42%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,51,6,Degaičių (Nr.11) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"15,23%",Tautos prisikėlimo partija,73,3,Degaičių (Nr.11) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"35,27%",Partija Tvarka ir teisingumas,153,23,Degaičių (Nr.11) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"9,22%",Lietuvos socialdemokratų partija,46,0,Degaičių (Nr.11) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"15,23%",Koalicija Darbo partija + jaunimas,68,8,Degaičių (Nr.11) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"3,81%",Lietuvos Respublikos liberalų sąjūdis,18,1,Degaičių (Nr.11) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"1,20%",Liberalų ir centro sąjunga,5,1,Degaičių (Nr.11) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"0,20%",Lietuvos lenkų rinkimų akcija,1,0,Degaičių (Nr.11) rinkimų apylinkė
Telšių (Nr.40) rinkimų apygarda,"2,81%",Lietuvos valstiečių liaudininkų sąjunga,13,1,Degaičių (Nr.11) rinkimų apylinkė
