nuo_galiojanciu_biuleteniu,apygarda,partija,pastu,apylinkese
"17,69%",Pramonės (Nr.17) rinkimų apygarda,„Drąsos kelias“ politinė partija,104,2725
"4,00%",Pramonės (Nr.17) rinkimų apygarda,Partija Tvarka ir teisingumas,27,613
"0,52%",Pramonės (Nr.17) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,3,80
"2,17%",Pramonės (Nr.17) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,8,339
"1,18%",Pramonės (Nr.17) rinkimų apygarda,Liberalų ir centro sąjunga,11,178
"1,93%",Pramonės (Nr.17) rinkimų apygarda,Politinė partija „Sąjunga Taip“,8,300
"0,88%",Pramonės (Nr.17) rinkimų apygarda,Socialistinis liaudies Frontas,2,139
"1,14%",Pramonės (Nr.17) rinkimų apygarda,Krikščionių partija,10,172
"0,79%",Pramonės (Nr.17) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",2,125
"1,58%",Pramonės (Nr.17) rinkimų apygarda,Partija „Jaunoji Lietuva“,12,241
"0,28%",Pramonės (Nr.17) rinkimų apygarda,Demokratinė darbo ir vienybės partija,5,40
"0,52%",Pramonės (Nr.17) rinkimų apygarda,Emigrantų partija,4,79
"0,24%",Pramonės (Nr.17) rinkimų apygarda,Respublikonų partija,4,35
"0,51%",Pramonės (Nr.17) rinkimų apygarda,Lietuvos žmonių partija,3,78
"18,26%",Dainavos (Nr.16) rinkimų apygarda,Darbo partija,117,2991
"15,78%",Dainavos (Nr.16) rinkimų apygarda,Lietuvos socialdemokratų partija,103,2583
"18,50%",Dainavos (Nr.16) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,170,2980
"10,32%",Dainavos (Nr.16) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,80,1677
"16,43%",Dainavos (Nr.16) rinkimų apygarda,„Drąsos kelias“ politinė partija,98,2699
"4,22%",Dainavos (Nr.16) rinkimų apygarda,Partija Tvarka ir teisingumas,53,665
"0,37%",Dainavos (Nr.16) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,62
"2,12%",Dainavos (Nr.16) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,14,347
"1,42%",Dainavos (Nr.16) rinkimų apygarda,Liberalų ir centro sąjunga,19,222
"1,98%",Dainavos (Nr.16) rinkimų apygarda,Politinė partija „Sąjunga Taip“,23,314
"0,69%",Dainavos (Nr.16) rinkimų apygarda,Socialistinis liaudies Frontas,7,110
"1,03%",Dainavos (Nr.16) rinkimų apygarda,Krikščionių partija,11,164
"1,13%",Dainavos (Nr.16) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",4,189
"1,56%",Dainavos (Nr.16) rinkimų apygarda,Partija „Jaunoji Lietuva“,14,251
"0,40%",Dainavos (Nr.16) rinkimų apygarda,Demokratinė darbo ir vienybės partija,2,66
"0,36%",Dainavos (Nr.16) rinkimų apygarda,Emigrantų partija,6,56
"0,30%",Dainavos (Nr.16) rinkimų apygarda,Respublikonų partija,4,47
"0,42%",Dainavos (Nr.16) rinkimų apygarda,Lietuvos žmonių partija,3,68
"15,17%",Kalniečių (Nr.15) rinkimų apygarda,Darbo partija,92,2393
"14,70%",Kalniečių (Nr.15) rinkimų apygarda,Lietuvos socialdemokratų partija,102,2307
"20,83%",Kalniečių (Nr.15) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,187,3227
"9,48%",Kalniečių (Nr.15) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,79,1475
"16,37%",Kalniečių (Nr.15) rinkimų apygarda,„Drąsos kelias“ politinė partija,100,2583
"4,89%",Kalniečių (Nr.15) rinkimų apygarda,Partija Tvarka ir teisingumas,33,769
"0,56%",Kalniečių (Nr.15) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,5,86
"2,21%",Kalniečių (Nr.15) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,13,349
"1,61%",Kalniečių (Nr.15) rinkimų apygarda,Liberalų ir centro sąjunga,13,250
"2,23%",Kalniečių (Nr.15) rinkimų apygarda,Politinė partija „Sąjunga Taip“,9,357
"0,73%",Kalniečių (Nr.15) rinkimų apygarda,Socialistinis liaudies Frontas,3,116
"1,17%",Kalniečių (Nr.15) rinkimų apygarda,Krikščionių partija,3,188
"0,94%",Kalniečių (Nr.15) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",3,151
"3,45%",Kalniečių (Nr.15) rinkimų apygarda,Partija „Jaunoji Lietuva“,22,543
"0,27%",Kalniečių (Nr.15) rinkimų apygarda,Demokratinė darbo ir vienybės partija,0,45
"0,35%",Kalniečių (Nr.15) rinkimų apygarda,Emigrantų partija,2,56
"0,27%",Kalniečių (Nr.15) rinkimų apygarda,Respublikonų partija,3,42
"0,63%",Kalniečių (Nr.15) rinkimų apygarda,Lietuvos žmonių partija,3,101
"14,33%",Žaliakalnio (Nr.14) rinkimų apygarda,Darbo partija,122,2338
"13,26%",Žaliakalnio (Nr.14) rinkimų apygarda,Lietuvos socialdemokratų partija,107,2169
"24,81%",Žaliakalnio (Nr.14) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,288,3970
"9,99%",Žaliakalnio (Nr.14) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,97,1617
"15,66%",Žaliakalnio (Nr.14) rinkimų apygarda,„Drąsos kelias“ politinė partija,94,2594
"3,94%",Žaliakalnio (Nr.14) rinkimų apygarda,Partija Tvarka ir teisingumas,36,640
"0,39%",Žaliakalnio (Nr.14) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,3,64
"2,66%",Žaliakalnio (Nr.14) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,14,442
"1,75%",Žaliakalnio (Nr.14) rinkimų apygarda,Liberalų ir centro sąjunga,23,277
"2,59%",Žaliakalnio (Nr.14) rinkimų apygarda,Politinė partija „Sąjunga Taip“,9,435
"0,77%",Žaliakalnio (Nr.14) rinkimų apygarda,Socialistinis liaudies Frontas,6,126
"1,30%",Žaliakalnio (Nr.14) rinkimų apygarda,Krikščionių partija,17,206
"0,92%",Žaliakalnio (Nr.14) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",15,143
"1,41%",Žaliakalnio (Nr.14) rinkimų apygarda,Partija „Jaunoji Lietuva“,16,226
"0,24%",Žaliakalnio (Nr.14) rinkimų apygarda,Demokratinė darbo ir vienybės partija,3,39
"0,38%",Žaliakalnio (Nr.14) rinkimų apygarda,Emigrantų partija,2,64
"0,20%",Žaliakalnio (Nr.14) rinkimų apygarda,Respublikonų partija,2,33
"0,50%",Žaliakalnio (Nr.14) rinkimų apygarda,Lietuvos žmonių partija,3,82
"12,39%",Centro (Nr.13) rinkimų apygarda,Darbo partija,181,1953
"13,56%",Centro (Nr.13) rinkimų apygarda,Lietuvos socialdemokratų partija,169,2167
"24,60%",Centro (Nr.13) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,356,3881
"11,86%",Centro (Nr.13) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,144,1898
"17,20%",Centro (Nr.13) rinkimų apygarda,„Drąsos kelias“ politinė partija,197,2766
"3,76%",Centro (Nr.13) rinkimų apygarda,Partija Tvarka ir teisingumas,33,615
"0,43%",Centro (Nr.13) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,9,65
"2,48%",Centro (Nr.13) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,16,411
"1,83%",Centro (Nr.13) rinkimų apygarda,Liberalų ir centro sąjunga,23,292
"2,12%",Centro (Nr.13) rinkimų apygarda,Politinė partija „Sąjunga Taip“,32,333
"0,91%",Centro (Nr.13) rinkimų apygarda,Socialistinis liaudies Frontas,10,146
"1,23%",Centro (Nr.13) rinkimų apygarda,Krikščionių partija,20,192
"1,04%",Centro (Nr.13) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",14,165
"1,27%",Centro (Nr.13) rinkimų apygarda,Partija „Jaunoji Lietuva“,7,211
"0,22%",Centro (Nr.13) rinkimų apygarda,Demokratinė darbo ir vienybės partija,1,37
"0,39%",Centro (Nr.13) rinkimų apygarda,Emigrantų partija,7,61
"0,18%",Centro (Nr.13) rinkimų apygarda,Respublikonų partija,3,28
"0,74%",Centro (Nr.13) rinkimų apygarda,Lietuvos žmonių partija,5,123
"15,07%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Darbo partija,154,3233
"12,97%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Lietuvos socialdemokratų partija,142,2774
"20,28%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,295,4263
"11,66%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,102,2519
"17,26%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,„Drąsos kelias“ politinė partija,173,3707
"5,44%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Partija Tvarka ir teisingumas,75,1148
"0,28%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,2,61
"2,63%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,12,580
"1,74%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Liberalų ir centro sąjunga,20,372
"2,12%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Politinė partija „Sąjunga Taip“,18,458
"0,62%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Socialistinis liaudies Frontas,7,133
"1,17%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Krikščionių partija,12,252
"0,86%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",7,187
"1,37%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Partija „Jaunoji Lietuva“,4,305
"0,30%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Demokratinė darbo ir vienybės partija,14,53
"0,53%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Emigrantų partija,8,111
"0,35%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Respublikonų partija,4,75
"0,85%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Lietuvos žmonių partija,9,182
"15,98%",Šilainių (Nr.11) rinkimų apygarda,Darbo partija,134,3410
"14,75%",Šilainių (Nr.11) rinkimų apygarda,Lietuvos socialdemokratų partija,108,3162
"19,49%",Šilainių (Nr.11) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,243,4078
"10,99%",Šilainių (Nr.11) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,95,2343
"15,75%",Šilainių (Nr.11) rinkimų apygarda,„Drąsos kelias“ politinė partija,123,3370
"4,61%",Šilainių (Nr.11) rinkimų apygarda,Partija Tvarka ir teisingumas,71,951
"0,28%",Šilainių (Nr.11) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,4,57
"2,72%",Šilainių (Nr.11) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,16,587
"1,73%",Šilainių (Nr.11) rinkimų apygarda,Liberalų ir centro sąjunga,11,373
"2,48%",Šilainių (Nr.11) rinkimų apygarda,Politinė partija „Sąjunga Taip“,17,533
"0,78%",Šilainių (Nr.11) rinkimų apygarda,Socialistinis liaudies Frontas,3,170
"1,23%",Šilainių (Nr.11) rinkimų apygarda,Krikščionių partija,13,259
"0,97%",Šilainių (Nr.11) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",11,203
"1,74%",Šilainių (Nr.11) rinkimų apygarda,Partija „Jaunoji Lietuva“,9,377
"0,25%",Šilainių (Nr.11) rinkimų apygarda,Demokratinė darbo ir vienybės partija,1,54
"0,59%",Šilainių (Nr.11) rinkimų apygarda,Emigrantų partija,1,129
"0,29%",Šilainių (Nr.11) rinkimų apygarda,Respublikonų partija,2,62
"0,60%",Šilainių (Nr.11) rinkimų apygarda,Lietuvos žmonių partija,4,128
"18,33%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Darbo partija,176,3586
"10,49%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Lietuvos socialdemokratų partija,81,2072
"12,22%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,122,2387
"8,01%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,59,1585
"3,97%",Naujosios Vilnios (Nr.10) rinkimų apygarda,„Drąsos kelias“ politinė partija,38,778
"5,37%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Partija Tvarka ir teisingumas,47,1056
"22,93%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,187,4521
"1,26%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,10,249
"2,50%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Liberalų ir centro sąjunga,14,499
"3,39%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Politinė partija „Sąjunga Taip“,36,660
"5,96%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Socialistinis liaudies Frontas,27,1197
"0,53%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Krikščionių partija,8,101
"1,09%",Naujosios Vilnios (Nr.10) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",13,211
"0,34%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Partija „Jaunoji Lietuva“,3,67
"0,12%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Demokratinė darbo ir vienybės partija,3,21
"0,09%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Emigrantų partija,2,17
"0,30%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Respublikonų partija,5,57
"0,40%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Lietuvos žmonių partija,2,81
"15,69%",Lazdynų (Nr.9) rinkimų apygarda,Darbo partija,148,3511
"13,32%",Lazdynų (Nr.9) rinkimų apygarda,Lietuvos socialdemokratų partija,114,2992
"18,92%",Lazdynų (Nr.9) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,251,4161
"12,54%",Lazdynų (Nr.9) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,119,2805
"5,94%",Lazdynų (Nr.9) rinkimų apygarda,„Drąsos kelias“ politinė partija,54,1332
"4,28%",Lazdynų (Nr.9) rinkimų apygarda,Partija Tvarka ir teisingumas,46,953
"14,14%",Lazdynų (Nr.9) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,96,3202
"1,66%",Lazdynų (Nr.9) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,17,369
"1,56%",Lazdynų (Nr.9) rinkimų apygarda,Liberalų ir centro sąjunga,19,344
"3,49%",Lazdynų (Nr.9) rinkimų apygarda,Politinė partija „Sąjunga Taip“,45,769
"2,10%",Lazdynų (Nr.9) rinkimų apygarda,Socialistinis liaudies Frontas,16,473
"0,79%",Lazdynų (Nr.9) rinkimų apygarda,Krikščionių partija,10,175
"1,40%",Lazdynų (Nr.9) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",27,300
"0,42%",Lazdynų (Nr.9) rinkimų apygarda,Partija „Jaunoji Lietuva“,7,90
"0,14%",Lazdynų (Nr.9) rinkimų apygarda,Demokratinė darbo ir vienybės partija,4,29
"0,20%",Lazdynų (Nr.9) rinkimų apygarda,Emigrantų partija,4,42
"0,24%",Lazdynų (Nr.9) rinkimų apygarda,Respublikonų partija,4,51
"0,15%",Lazdynų (Nr.9) rinkimų apygarda,Lietuvos žmonių partija,8,26
"13,72%",Karoliniškių (Nr.8) rinkimų apygarda,Darbo partija,126,3399
"13,87%",Karoliniškių (Nr.8) rinkimų apygarda,Lietuvos socialdemokratų partija,127,3436
"21,01%",Karoliniškių (Nr.8) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,285,5111
"10,58%",Karoliniškių (Nr.8) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,120,2598
"6,22%",Karoliniškių (Nr.8) rinkimų apygarda,„Drąsos kelias“ politinė partija,72,1525
"4,53%",Karoliniškių (Nr.8) rinkimų apygarda,Partija Tvarka ir teisingumas,47,1116
"13,89%",Karoliniškių (Nr.8) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,106,3461
"1,71%",Karoliniškių (Nr.8) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,17,423
"1,28%",Karoliniškių (Nr.8) rinkimų apygarda,Liberalų ir centro sąjunga,22,306
"4,13%",Karoliniškių (Nr.8) rinkimų apygarda,Politinė partija „Sąjunga Taip“,48,1013
"2,67%",Karoliniškių (Nr.8) rinkimų apygarda,Socialistinis liaudies Frontas,25,660
"0,74%",Karoliniškių (Nr.8) rinkimų apygarda,Krikščionių partija,7,182
"1,77%",Karoliniškių (Nr.8) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",14,440
"0,53%",Karoliniškių (Nr.8) rinkimų apygarda,Partija „Jaunoji Lietuva“,7,130
"0,19%",Karoliniškių (Nr.8) rinkimų apygarda,Demokratinė darbo ir vienybės partija,4,45
"0,21%",Karoliniškių (Nr.8) rinkimų apygarda,Emigrantų partija,3,51
"0,16%",Karoliniškių (Nr.8) rinkimų apygarda,Respublikonų partija,4,38
"0,19%",Karoliniškių (Nr.8) rinkimų apygarda,Lietuvos žmonių partija,0,49
"13,22%",Justiniškių (Nr.7) rinkimų apygarda,Darbo partija,128,3236
"13,37%",Justiniškių (Nr.7) rinkimų apygarda,Lietuvos socialdemokratų partija,119,3282
"19,58%",Justiniškių (Nr.7) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,254,4727
"13,04%",Justiniškių (Nr.7) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,134,3184
"6,64%",Justiniškių (Nr.7) rinkimų apygarda,„Drąsos kelias“ politinė partija,69,1620
"4,30%",Justiniškių (Nr.7) rinkimų apygarda,Partija Tvarka ir teisingumas,44,1049
"13,57%",Justiniškių (Nr.7) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,93,3359
"1,87%",Justiniškių (Nr.7) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,19,456
"1,89%",Justiniškių (Nr.7) rinkimų apygarda,Liberalų ir centro sąjunga,31,451
"4,27%",Justiniškių (Nr.7) rinkimų apygarda,Politinė partija „Sąjunga Taip“,57,1029
"2,14%",Justiniškių (Nr.7) rinkimų apygarda,Socialistinis liaudies Frontas,5,539
"0,87%",Justiniškių (Nr.7) rinkimų apygarda,Krikščionių partija,11,210
"1,18%",Justiniškių (Nr.7) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",14,287
"0,42%",Justiniškių (Nr.7) rinkimų apygarda,Partija „Jaunoji Lietuva“,6,102
"0,17%",Justiniškių (Nr.7) rinkimų apygarda,Demokratinė darbo ir vienybės partija,1,41
"0,20%",Justiniškių (Nr.7) rinkimų apygarda,Emigrantų partija,2,49
"0,18%",Justiniškių (Nr.7) rinkimų apygarda,Respublikonų partija,0,45
"0,18%",Justiniškių (Nr.7) rinkimų apygarda,Lietuvos žmonių partija,4,41
"14,97%",Šeškinės (Nr.6) rinkimų apygarda,Darbo partija,138,3530
"15,25%",Šeškinės (Nr.6) rinkimų apygarda,Lietuvos socialdemokratų partija,131,3607
"17,85%",Šeškinės (Nr.6) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,228,4147
"9,75%",Šeškinės (Nr.6) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,104,2284
"6,76%",Šeškinės (Nr.6) rinkimų apygarda,„Drąsos kelias“ politinė partija,61,1595
"5,68%",Šeškinės (Nr.6) rinkimų apygarda,Partija Tvarka ir teisingumas,53,1339
"15,09%",Šeškinės (Nr.6) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,107,3590
"1,64%",Šeškinės (Nr.6) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,14,388
"1,33%",Šeškinės (Nr.6) rinkimų apygarda,Liberalų ir centro sąjunga,16,310
"3,81%",Šeškinės (Nr.6) rinkimų apygarda,Politinė partija „Sąjunga Taip“,33,900
"2,05%",Šeškinės (Nr.6) rinkimų apygarda,Socialistinis liaudies Frontas,12,491
"0,62%",Šeškinės (Nr.6) rinkimų apygarda,Krikščionių partija,10,143
"1,29%",Šeškinės (Nr.6) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",7,309
"0,42%",Šeškinės (Nr.6) rinkimų apygarda,Partija „Jaunoji Lietuva“,5,97
"0,20%",Šeškinės (Nr.6) rinkimų apygarda,Demokratinė darbo ir vienybės partija,3,47
"0,20%",Šeškinės (Nr.6) rinkimų apygarda,Emigrantų partija,5,43
"0,22%",Šeškinės (Nr.6) rinkimų apygarda,Respublikonų partija,2,51
"0,17%",Šeškinės (Nr.6) rinkimų apygarda,Lietuvos žmonių partija,5,37
"12,65%",Fabijoniškių (Nr.5) rinkimų apygarda,Darbo partija,138,2933
"13,99%",Fabijoniškių (Nr.5) rinkimų apygarda,Lietuvos socialdemokratų partija,114,3282
"22,04%",Fabijoniškių (Nr.5) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,287,5064
"16,00%",Fabijoniškių (Nr.5) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,162,3722
"5,55%",Fabijoniškių (Nr.5) rinkimų apygarda,„Drąsos kelias“ politinė partija,63,1284
"3,85%",Fabijoniškių (Nr.5) rinkimų apygarda,Partija Tvarka ir teisingumas,35,900
"9,28%",Fabijoniškių (Nr.5) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,69,2183
"2,19%",Fabijoniškių (Nr.5) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,22,510
"2,00%",Fabijoniškių (Nr.5) rinkimų apygarda,Liberalų ir centro sąjunga,32,454
"5,16%",Fabijoniškių (Nr.5) rinkimų apygarda,Politinė partija „Sąjunga Taip“,53,1201
"1,34%",Fabijoniškių (Nr.5) rinkimų apygarda,Socialistinis liaudies Frontas,8,317
"0,81%",Fabijoniškių (Nr.5) rinkimų apygarda,Krikščionių partija,4,192
"1,16%",Fabijoniškių (Nr.5) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",7,275
"0,46%",Fabijoniškių (Nr.5) rinkimų apygarda,Partija „Jaunoji Lietuva“,5,107
"0,14%",Fabijoniškių (Nr.5) rinkimų apygarda,Demokratinė darbo ir vienybės partija,8,27
"0,16%",Fabijoniškių (Nr.5) rinkimų apygarda,Emigrantų partija,5,34
"0,28%",Fabijoniškių (Nr.5) rinkimų apygarda,Respublikonų partija,3,65
"0,12%",Fabijoniškių (Nr.5) rinkimų apygarda,Lietuvos žmonių partija,4,25
"11,15%",Žirmūnų (Nr.4) rinkimų apygarda,Darbo partija,130,2653
"15,38%",Žirmūnų (Nr.4) rinkimų apygarda,Lietuvos socialdemokratų partija,226,3611
"22,63%",Žirmūnų (Nr.4) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,368,5279
"13,52%",Žirmūnų (Nr.4) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,158,3215
"6,08%",Žirmūnų (Nr.4) rinkimų apygarda,„Drąsos kelias“ politinė partija,82,1434
"3,87%",Žirmūnų (Nr.4) rinkimų apygarda,Partija Tvarka ir teisingumas,61,905
"10,55%",Žirmūnų (Nr.4) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,102,2531
"1,90%",Žirmūnų (Nr.4) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,39,434
"2,00%",Žirmūnų (Nr.4) rinkimų apygarda,Liberalų ir centro sąjunga,30,469
"4,63%",Žirmūnų (Nr.4) rinkimų apygarda,Politinė partija „Sąjunga Taip“,61,1095
"2,08%",Žirmūnų (Nr.4) rinkimų apygarda,Socialistinis liaudies Frontas,12,506
"0,78%",Žirmūnų (Nr.4) rinkimų apygarda,Krikščionių partija,12,182
"1,25%",Žirmūnų (Nr.4) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",24,288
"0,33%",Žirmūnų (Nr.4) rinkimų apygarda,Partija „Jaunoji Lietuva“,2,80
"0,21%",Žirmūnų (Nr.4) rinkimų apygarda,Demokratinė darbo ir vienybės partija,11,42
"0,22%",Žirmūnų (Nr.4) rinkimų apygarda,Emigrantų partija,13,41
"0,22%",Žirmūnų (Nr.4) rinkimų apygarda,Respublikonų partija,1,53
"0,14%",Žirmūnų (Nr.4) rinkimų apygarda,Lietuvos žmonių partija,0,35
"10,79%",Antakalnio (Nr.3) rinkimų apygarda,Darbo partija,125,2495
"13,48%",Antakalnio (Nr.3) rinkimų apygarda,Lietuvos socialdemokratų partija,198,3075
"25,48%",Antakalnio (Nr.3) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,458,5731
"13,64%",Antakalnio (Nr.3) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,157,3157
"7,17%",Antakalnio (Nr.3) rinkimų apygarda,„Drąsos kelias“ politinė partija,93,1649
"3,48%",Antakalnio (Nr.3) rinkimų apygarda,Partija Tvarka ir teisingumas,41,805
"9,61%",Antakalnio (Nr.3) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,96,2238
